cod_municipio;PopResid;ExpecVida;idoso;mulher;nascimentopercapta;casado;evangelico;deficiente;densidadepop;geladeira;moradorfavela;pavimentacao;brancos;nvelsuperiorconcludo;conclusoensinomdio;ResideMenos10anos;resideoutranacionalid;taxadedesemprego;taxatrabinfantil;horastrabalho;Gini;CobBFamilia;traboutromun
2208601;3085;70.84;15.62398703;49.72;13.82;32.31;3.02;35.51;15.71;75.13;0;0.471312804;19.4165316;2.15;8.71;6.612641815;0;4.64795214;3.50999999;5.09;0.561600029;90.91000366;12.85
2208650;8553;70.45;11.59826961;49.96;11.34;28.94;3.38;31.43;6.32;70.22;0;0.041622822;54.53057407;1.75;7.64;4.337659301;0;2.941176471;7.010000229;14.83;0.526499987;86.93000031;7.65
2208700;8400;70.98;9;49.73;19.55;29.34;17.59;26.73;3.4;84.87;0;0.354047619;16.54761905;5.42;12.82;7;0;4.043026706;20.55999947;12.84;0.579400003;69.84999847;5.87
2208809;17556;67.85;12.33766234;51.07;17.88;32.89;4.99;31.06;14.03;78.66;0;0.228013215;13.43700159;4.81;10.4;6.026429711;0;4.864517167;7.320000172;23;0.561100006;83.01000214;13.43
2208858;4241;70.67;8.111294506;47.65;20.2;29.38;4.43;30.07;1.91;59.05;0;0.422777647;18.58052346;4.4;9.82;2.216458382;0;9.117432531;12.34000015;7.44;0.60589999;0;2.16
2208874;4263;70.48;10.46211588;49.85;14.15;32.43;8.75;27.76;4.25;73.02;0;0.141449683;12.83133943;3.48;6.87;5.090311987;0;3.862068966;30.95000076;15.72;0.582599998;0;4.63
2208908;6845;72.22;8.517165814;48.71;16.91;37.53;11.13;21.65;1.72;68.15;0;0.532067202;20.7742878;6.28;10.47;7.596785975;0;4.410118648;10.89999962;38.38;0.597500026;42.18000031;7.03
2209005;6273;71.03;13.82113821;50.37;14.32;36.57;5.79;32.94;9.86;75.61;0;0.330942133;20.72373665;2.45;12.28;3.953451299;0;3.557224923;12.75;22;0.547100008;97.76999664;5.91
2209104;6027;68.22;13.00813008;50.67;13.64;39.31;6.26;21.95;9.85;81.52;0;0.615397378;22.84718766;6.46;12.04;1.758752281;0;1.500340987;5.610000134;5.66;0.492300004;95.98999786;8.9
2209153;3794;68.14;12.38798102;50.34;12.83;35.52;4.04;29.45;3.87;86.94;0;0.288350026;9.567738535;4.78;8.91;4.849762783;0;3.471698113;4.320000172;4.75;0.445499986;82.26999664;4.8
2209203;6096;72.34;8.415354331;47.23;17.71;25.83;4.01;23.95;1.15;59.86;7.06;0.146489501;17.27362205;4.41;9.85;6.758530184;0;4.188345473;11.52000046;38.99;0.592899978;72.61000061;2.45
2209302;5513;71.1;10.64756031;47.98;17.01;35.42;14.24;33.89;4.65;81.44;0;0.282786142;20.07981135;3.97;12.25;7.092327227;0;6.398293788;10.31000042;15.31;0.516300023;87.23999786;9.2
2209351;4917;69.16;13.09741712;51.21;12.62;49.64;4.73;19.64;34.84;91.74;0;0.248118772;35.55013219;3.35;7.72;3.193003864;0;1.607984475;12.68000031;37.57;0.468499988;93.08000183;24.06
2209377;5149;66.96;12.17712177;49.85;13.63;46.7;5.31;36.31;15.14;82.11;0;0.337347058;16.79937852;3.37;9.53;1.825597203;0;4.583802025;10.72999954;9.72;0.52640003;77.95999908;14.28
2209401;6007;67.21;13.1679707;50.46;13.27;38.02;8.13;26.61;15.51;87;0;0.553687365;35.07574496;4.29;10.32;7.857499584;0;1.440988106;19.85000038;11.22;0.467200011;73.26999664;1.69
2209450;2059;71.57;10.05342399;50.32;16.94;39.24;12.1;34.26;62.12;85.18;0;0.247693055;13.64740165;5.54;20.8;1.408450704;0;7.372262774;2.680000067;21.31;0.495000005;83.94999695;18.82
2209500;3648;71.55;12.58223684;49.26;11.42;40.39;6.2;30.74;4.28;82.85;0;0.362664474;19.62719298;2.97;13.27;9.237938596;0.08;6.641651032;11.73999977;27.54;0.528400004;87.52999878;6.27
2209559;4313;71.23;13.12311616;48.06;15.01;46.54;8.02;28.16;6.57;71.96;0;0.086714584;28.75028982;2.36;10.59;3.222814746;0;1.734104046;10.75;13.77;0.52609998;93.09999847;8.82
2209609;3069;69.52;17.49755621;51.12;8.8;31.95;2.31;29.85;4.67;91.53;0.06;0.495601173;31.50863473;3.62;11.02;3.714565005;0;3.053763441;6.329999924;20.63;0.524200022;87.25;5.08
2209658;5567;69.04;9.394647027;49.13;15.56;29.92;4.02;21.88;5.06;47.22;0;0.115322436;61.79270702;1.86;3.65;2.478893479;0;1.866666667;25.54000092;9.96;0.603900015;97.69999695;1.32
2209708;6298;69.64;13.41695776;49.35;11.7;36.22;6.23;31.85;4.7;73.48;0.22;0.128771038;12.44839632;3.66;6.83;7.90727215;0;3.670360111;15.13000011;10.02;0.542299986;65.94000244;9
2209757;2825;67.06;8.991150442;48.18;13.69;28.36;14.22;21.15;2.04;46.47;0;0.337699115;16.53097345;3.64;11.85;5.097345133;0.1;8.911973756;6.699999809;7.25;0.647099972;76.5;8.75
2209807;4754;69.34;10.74884308;50.5;16.59;37.07;8.01;30.01;31.65;87.98;0;0.600546908;24.33740008;7.18;13.89;4.901135886;0;6.831351022;4.210000038;5.61;0.565699995;81.52999878;10.06
2209856;4445;68.55;14.69066367;50.78;12.87;42.35;7.32;38.19;9.26;86.72;0;0.269066367;35.43307087;2.98;8.66;7.514060742;0;6.329516539;19.04000092;14.22;0.524800003;74.76999664;4.35
2209872;5608;70.18;10.93081312;49.98;15.08;39.91;4.47;25.3;7.33;72.42;0;0.260164051;20.57774608;3.41;6.81;9.058487874;0.06;2.959070796;8.569999695;19.84;0.546700001;65.01000214;3.28
2209906;6157;70.39;15.28341725;51.08;12.71;47.51;5.12;32.21;6.12;60.74;0;0.422933247;17.60597694;4.64;9.17;3.41075199;0;2.831257078;7.019999981;22.98;0.574599981;81.79000092;3.12
2209955;4651;67.46;11.61040636;50.89;16.57;36.69;4.58;29.87;11.77;79.9;0;0.267469361;9.567834874;3.93;9.52;4.34315201;0;3.888024883;9.909999847;6.15;0.569000006;80.55000305;12.52
2209971;7336;68.2;10.33260632;49.63;19.09;29.75;6.14;21.38;34.38;79.82;0;0.184023991;25.70883315;2.71;5.08;3.312431843;0;2.319376026;7.449999809;18;0.548399985;87.04000092;6.98
2210003;19548;71.16;10.35400041;50.97;17.86;28.68;8.33;22.29;12.8;85.12;0.1;0.450378555;21.84878248;6.42;17.1;4.839369756;0;4.057630109;22.10000038;21.98;0.577799976;59.93999863;4.32
2210052;5148;71.5;9.867909868;48.47;13.74;18.66;3.82;19.33;16.13;81.28;0;0.28962704;26.4957265;3.07;8.69;4.623154623;0;2.005420054;12.53999996;28.64;0.492399991;92.02999878;6.69
2210102;3700;70.96;12.35135135;49.05;14.08;34.74;7.78;36.59;2.87;73.5;0;0.176486486;14.10810811;4.62;8.21;5.243243243;0;2.227525855;6.519999981;10.09;0.573199987;83.73999786;4.41
2210201;6591;67.02;13.57912305;50.22;15.15;41.86;15.95;28.84;18.06;84.91;0;0.207404036;49.17311485;2.99;8.37;6.448186922;0;2.731666316;45.95000076;21.75;0.431199998;94.94000244;5.73
2210300;5675;71.47;13.35682819;50.15;15.41;36.03;5.8;25.43;22.07;80.94;0;0.365991189;35.34801762;4.1;11.91;2.449339207;0;2.946906965;9.460000038;12.58;0.522599995;83.09999847;12.65
2210359;4427;70.17;14.11791281;48.81;10.74;52.22;7.57;30.81;6.58;37.69;0;0.128077705;25.95437091;1.93;11.25;4.043370228;0;2.827607175;24.79000092;9.41;0.469000012;96.72000122;12.34
2210375;2561;70.44;13.86177275;50.72;13.03;37.53;5.65;34.21;11.62;82.25;0;0.234283483;37.75868801;2.46;10.68;4.724716907;0;1.835372636;15.06000042;13.02;0.505599976;82.61000061;9.86
2210383;2110;71.45;15.63981043;50.24;12.38;37.87;4.95;32.42;5.49;83.04;0;0.492417062;26.87203791;2;13.28;3.08056872;0;2.274204029;23.13999939;4.19;0.541000009;94.44000244;5.91
2210391;2976;69.83;11.18951613;48.05;13.29;35.46;7.15;30.49;3.66;78.16;0;0.285282258;12.60080645;3.06;8.33;2.788978495;0;3.084832905;14.25;7.14;0.557900012;73.44999695;2.43
2210409;18134;71.8;12.34697254;49.16;13.78;36.7;3;20.24;3.48;66.35;0;0.326458586;21.28046763;1.59;8.38;2.707621043;0;2.374356945;6.510000229;9.49;0.578800023;71.31999969;9.69
2210508;13639;71.57;11.65041425;49.98;15.27;37.43;6.84;28.78;26.32;81.02;0.14;0.312046338;16.25485739;4.71;13.39;4.399149498;0;3.308351178;12.85000038;12.69;0.568400025;95.94000244;11.06
2210607;32327;71.75;9.453398088;50.82;18.23;41.52;9.6;25.16;13.38;74.96;0;0.327435271;26.14842082;6.32;18.67;6.765242676;0.05;3.482412721;16.56999969;16.76;0.550400019;59.27000046;3.4
2210623;3560;71.21;9.550561798;46.94;21.44;37.17;8.25;22.15;3.98;38.21;0.23;0.101966292;28.00561798;3.4;8.82;4.438202247;0;5.156854319;18.82999992;14.15;0.595799983;84.37999725;1.37
2210631;4116;69.18;11.20019436;47.74;14.53;37.54;14.49;27.26;1.31;83.25;0;0.315597668;28.35276968;2.94;5.38;3.012633625;0;9.518864659;0.649999976;8.57;0.596400023;78.66000366;16.01
2210656;9619;70.85;12.3401601;48.31;10.88;33.44;10.93;35.96;9.95;71.76;0;0.111446096;19.53425512;3.47;9.51;2.370308764;0;2.442925694;8.170000076;12.2;0.507799983;61.38000107;4.22
2210706;14180;71.24;10.11988717;50.08;18;24.3;6.65;19.18;13.23;63.21;0.2;0.314527504;24.16078984;5.3;7.22;5.296191819;0;3.147751606;25.30999947;17.91;0.514900029;92.27999878;5.64
2210805;12077;71.01;12.00629295;49.57;14.7;33.5;9.07;31.44;8.97;84.31;0.08;0.46269769;20.00496812;6.27;13.85;5.903784052;0;5.363896848;15.84000015;19.61;0.570599973;82.16999817;6.55
2210904;4522;69.35;11.10128262;49.12;13.79;37.67;10.1;32.15;5.94;77.83;0;0.28460858;14.70588235;4.44;11.74;3.250773994;0;4.36187399;12.31999969;14.13;0.575699985;89.90000153;4.19
2210938;6229;69.94;13.64585006;50.25;13.48;38.62;7.83;23.45;29.7;93.32;0.37;0.218815219;45.86611013;2.46;10.1;2.552576658;0;2.803536769;12.86999989;8.47;0.464300007;90.98000336;17.55
2210953;2753;66.1;10.93352706;47.58;15.12;35.95;16.96;26.22;1.73;67.26;0;0.282237559;14.78387214;1.61;10.71;4.504177261;0;3.624733475;19.29999924;3.54;0.54610002;87.97000122;2.12
2210979;2620;67.21;11.87022901;51.3;13.37;42.16;8.34;36.54;6.57;81.64;0;0.130152672;20.26717557;4.02;11.54;5.458015267;0;1.265126513;37.5;10.32;0.474900007;82.61000061;6.44
2211001;814230;74.22;8.551883374;53.25;16.91;34.4;13.34;26.07;584.95;97.16;0.18;0.803733589;26.25511219;14.07;29.73;6.436142122;0.02;6.29692491;6.150000095;25.57;0.6171;66.56999969;3.24
2211100;42654;71.86;11.34711868;49.82;17.08;37.14;5.95;29.54;36.35;86.18;0;0.320462325;16.69011113;3.1;11.2;3.511980119;0;3.072558871;7.769999981;22.24;0.524699986;82.98000336;7.19
2211209;20149;72.63;9.697751749;50.82;20.03;35.94;12.54;25.24;2.4;80.64;0.25;0.37029133;24.4826046;5.93;15;9.300709713;0;3.864630386;12.56999969;28.45;0.553200006;48.22000122;4.52
2211308;20326;71.4;14.95621372;52.88;14.63;42.66;8.87;32.71;15.23;93.7;0.05;0.385614484;21.72586835;6.1;17.61;7.000885565;0;4.63353546;6.909999847;18.33;0.531000018;60.47000122;4.67
2211357;4913;69.57;9.668227152;49.16;14.95;38.38;9.36;32.79;10.9;45.46;0;0.122328516;23.36657847;4.08;6.9;4.661103196;0;2.179836512;23.25;22.64;0.570599973;85.18000031;9.29
2211407;4336;67.49;14.29889299;52.77;13.3;41.54;2.86;34.6;18.29;86.68;0;0.341328413;21.93265683;4.52;10.49;2.95202952;0;2.469917669;7.349999905;6.98;0.523299992;84.93000031;9.09
2211506;2986;66.1;12.96048225;50.03;14.18;38.68;13.27;34.03;8.73;73.43;0;0.192230409;27.0261219;0.92;8.65;3.248492967;0;2.760879738;38.65000153;12.71;0.581499994;96.56999969;0.94
2211605;3076;66.1;11.21586476;48.76;12.44;40.42;13.84;32.88;14.09;86.25;0;0.112483745;43.3029909;4.45;8.95;3.315994798;0;3.09908337;12.32999992;11.65;0.604300022;85.68000031;5.66
2211704;4280;67.49;11.19158879;49.42;13.02;37.33;9.21;28.77;15.85;85.16;0;0.231775701;18.48130841;1.82;8.42;3.948598131;0;2.37537638;8.760000229;11.67;0.510200024;82.61000061;7.84
2300101;10496;69.87;12.77629573;50.36;13.34;36.25;6.25;21.18;58.69;77.61;0;0.409679878;27.85823171;2.78;19.71;3.286966463;0;4.633576241;10.68000031;19.42;0.488000005;77.61000061;14.98
2300150;15338;67.56;9.877428609;50.64;14.38;32.93;22.06;20.64;95.69;81.01;0;0.381340462;17.74025297;3.22;20.29;0.808449602;0;3.457996617;3.549999952;36.7;0.433099985;82.61000061;16.45
2300200;57551;70.47;10.04847874;49.43;16.74;29.64;13.1;30.84;68.31;77.62;0;0.308474223;28.22540008;3.3;11.48;2.667199527;0.02;4.280422206;13.82999992;30.78;0.608699977;84.36000061;3.04
2300309;51160;68.41;14.55824863;49.91;14.25;38.48;7.28;32.1;22.7;83.25;0.05;0.345328382;31.66340891;2.52;10.85;5.91477717;0;3.169750603;13;21.18;0.580200016;83.79000092;3.9
2300408;16203;69.96;12.12738382;49.9;12.98;35.96;5.79;24.27;6.66;75.95;0;0.21724372;26.74196137;3.01;10.25;5.258285503;0;2.038983203;18.15999985;9.1;0.529699981;72.36000061;5.36
2300507;10771;70.07;12.31083465;50.66;13.21;37.13;3.31;25.82;77.71;82.47;0;0.29570142;22.70912636;3.49;13.22;2.367468202;0.08;2.410596026;8.859999657;25.9;0.46509999;78.23999786;24.76
2300606;6856;71.41;15.9714119;51.62;14.21;32.57;5.5;30.23;93.54;78.43;0;0.656942824;30.74679113;3.54;11.19;6.476079347;0;2.906373261;5.230000019;11.93;0.553799987;82.91999817;5.68
2300705;16359;71.44;12.18900911;49.77;10.83;32.65;5.58;30.55;12.22;91.61;0.05;0.329115472;34.40308087;2.24;11.54;4.829146036;0;2.895135499;9.43999958;31.95;0.481900007;98.36000061;3.9
2300754;39232;70.63;10.57300163;48.11;18.02;29.89;13.41;25.15;33.27;70.51;0;0.292082993;24.68393148;4.04;12.49;2.462275693;0.11;3.778877245;15.65999985;22.1;0.563300014;82.51000214;2.68
2300804;6984;71.32;15.34936999;52.12;17.48;36.54;5.42;32.8;26.85;84.5;0;0.483390607;43.08419244;3;11.75;6.615120275;0;3.341584158;10.02999973;17.55;0.513400018;92.98999786;5.04
2300903;13925;69.44;13.22800718;49.21;11.35;32.09;5.34;30.46;25.21;78.46;0;0.40043088;32.88330341;4.21;12.04;1.464991023;0.08;2.454425094;9.079999924;22.22;0.542999983;83.58000183;8.49
2301000;72628;72.27;9.426116649;48.88;12.67;28.41;16.5;25.37;150.5;89.02;0.03;0.227515559;26.54898937;4.19;16.76;2.971305832;0.25;4.401818807;5.449999809;29.57;0.497999996;94.72000122;15.93
2301109;69159;69.52;10.99206177;50.63;14.44;28.29;15.03;32.05;55.45;87.62;0;0.438728148;29.62593444;5.39;20.72;3.59606125;0.2;5.755976527;7.21999979;32.63;0.541599989;85.16000366;4.03
2301208;25391;70.56;12.86676381;49.64;14.46;32.83;9.84;35.42;38.67;82.07;0.03;0.411917609;25.45390099;3.78;13.88;1.319365129;0;2.98490901;16.70999908;25.62;0.517499983;82.61000061;9.67
2301257;10491;70.76;14.83176056;50.62;12.68;43.86;6.55;34.41;30.49;86.46;0;0.368696978;30.36888762;2.63;10.85;3.240873129;0;5.943635635;8.289999962;24.11;0.539200008;89.83000183;7.73
2301307;20685;70.54;11.16267827;50.24;19.61;28.74;5.72;24.44;18.81;67.1;0;0.349673677;27.20812183;2.97;8.07;6.656997825;0;2.408065569;14.34000015;11.12;0.559400022;97.48999786;5
2301406;11529;71.49;11.38867204;49.49;16.12;34.34;12.71;24.51;100.44;71.15;0;0.252493712;19.61141469;4.05;15.52;0.997484604;0;2.676551897;13.07999992;21.38;0.487699986;90.02999878;4.88
2301505;7650;69.41;13.66013072;49.67;14.28;33.3;6.73;23.53;7.17;85.75;0;0.432418301;31.96078431;3.22;15;4.705882353;0;3.452732644;12.01000023;9.86;0.530900002;96.12000275;6.5
2301604;22445;71.95;14.27934952;50.63;13.41;38.49;8.11;26.19;20.11;82.71;0;0.46883493;35.32635331;3.79;9.06;4.352862553;0;2.2208;13.98999977;15.69;0.593299985;84.81999969;3.74
2301703;24566;70.81;14.30432305;50.24;14.22;43.71;3.89;32.01;27.61;87.04;0;0.388015957;33.85573557;3.81;13.6;2.882032077;0;2.880635418;8.859999657;14.56;0.527499974;75.01000214;6.62
2301802;6026;70.77;14.33786923;49.3;12.43;47.37;7.69;25.69;41.15;89.66;0;0.446730833;31.77895785;3.79;19.17;5.708596084;0;3.419758605;10.43999958;7.53;0.459899992;79.18000031;3.3
2301851;17315;71.71;10.63239965;49.54;15.96;30.11;8.33;27.61;16.03;84.21;0;0.453999422;31.0944268;3.52;13.73;1.761478487;0.03;2.74387605;7.139999866;14.56;0.56220001;58.43000031;3.52
2301901;55323;74.02;10.9393923;51.37;19.59;41.08;4.75;26.14;92.31;87.52;0.11;0.583482458;23.36460423;6.92;25.46;7.35498798;0.01;6.008278524;8.989999771;29.8;0.516799986;81.97000122;14.45
2301950;19573;71.25;10.65242937;50.26;15.02;34.23;20.45;29.09;81.25;85.1;0.03;0.222704746;14.18280284;3.5;15.22;0.61308946;0;4.910422862;4.960000038;33.32;0.505999982;73.88999939;12.2
2302008;21514;70.49;14.79036906;50.6;13.38;40.12;5.73;30.27;30.22;88.78;0;0.328762666;34.61002138;4.33;12.4;9.08710607;0;2.349819973;3.450000048;27.92;0.510599971;75.12000275;16.47
2302057;14476;68.2;11.23929262;49.43;13.85;26.37;8.97;31.47;37.76;78.35;0;0.385396518;23.07957999;3.22;8.89;2.908261951;0.03;1.227119337;3.779999971;23.34;0.553600013;82.16999817;4.25
2302107;33321;70.2;11.43423067;50.79;15.53;30.45;6.31;28.87;107.98;86;0;0.526634855;24.71114312;4.04;19.67;1.698628493;0;4.216164845;10.57999992;27.3;0.481599987;83.56999969;7.97
2302206;49311;71.67;12.1676705;49.59;12.34;31.57;16.55;31.42;30.37;87.69;0.13;0.225588611;29.11926345;3.51;14.88;3.319746101;0.09;3.69288663;9.170000076;26.23;0.560599983;63.00999832;5.9
2302305;30878;70.57;11.07908543;49.15;13.99;32.53;4.87;27.94;37.45;76.01;0.03;0.27611892;27.57626789;3.56;11.23;2.982706134;0;3.78147313;15.96000004;23.3;0.551800013;73.55999756;7.26
2302404;52498;71.09;13.66528249;49.83;14.17;33.91;10.43;34.02;18.51;80.97;0;0.28700141;32.31551678;2.66;10.01;4.120156958;0;3.260779835;18.92000008;23.57;0.592599988;75.97000122;3.79
2302503;45193;71.06;11.20084969;51.5;15.79;32.36;5.11;22.72;68.12;83.09;0.04;0.479366274;31.26590401;6.43;20.02;5.879229084;0.03;4.412349683;5.980000019;29.48;0.535099983;82.61000061;5.88
2302602;60158;68.71;9.435154094;50.51;16.33;22.16;10.77;30.41;52.81;82.15;0;0.623724193;23.10582134;3.33;16.3;3.163336547;0;4.971323919;7.119999886;33.07;0.571200013;93.69999695;4.2
2302701;26506;71.11;13.29133026;52.06;14.73;34.21;5.04;32.66;24.48;80.52;0;0.458122689;38.08194371;4.81;15.39;8.100052818;0;3.172961794;18.11000061;22.5;0.5898;98.73000336;5.25
2302800;74473;70.88;11.94392599;50.44;15.38;31.81;7.3;26.41;23.14;80.5;0.12;0.44700764;23.91739288;4.12;12.96;2.318961234;0;4.32455577;6.659999847;34.51;0.596199989;82.13999939;4.08
2302909;17062;68.82;11.81573086;49.37;14.4;32.69;11.62;32.13;76.67;80.94;0;0.240534521;21.9376392;3.54;17.43;1.242527254;0;2.744411078;8.800000191;17.65;0.562699974;94.58000183;9.61
2303006;20020;71.74;10.97402597;49.43;12.3;33.89;6.61;28.17;23.65;78.46;0;0.380769231;24.73026973;2.06;11.74;0.804195804;0.02;4.378296366;8.140000343;24.71;0.524399996;87.44000244;18.19
2303105;18347;69.92;14.38927345;50.17;11.65;34.61;5.93;30.52;24.24;86.22;0;0.343761923;29.85229193;3.03;11.36;3.063171091;0;2.726637148;8.420000076;18.11;0.541999996;88.20999908;10.37
2303204;26393;68.81;12.58288182;51.46;15.38;40.8;2.72;31.92;41.41;84.03;0;0.502974273;27.37468268;3.79;9.59;9.593452809;0;4.191582985;24.54999924;14.84;0.517499983;71.66000366;9.84
2303303;18567;70.07;15.43060268;49.73;12.24;42.15;10.83;29.88;17.49;87.74;0;0.41352938;43.04949642;1.94;10.33;2.563688264;0;1.616713421;11.38000011;21.19;0.527700007;86.44999695;7.4
2303402;16746;70.58;11.93717903;50.16;14.66;28.75;3.76;32.03;45.9;77.58;0;0.327421474;42.92965484;3.34;9.56;6.126836259;0;1.483732571;13.09000015;23.87;0.535099983;91.44000244;5.24
2303501;66142;72.57;11.16083578;50.28;13.61;31.07;16.42;28.69;78.99;88.66;0.06;0.418735448;27.11136645;3.34;15.59;2.030479877;0.04;5.055150884;7.46999979;34.58;0.489300013;91.79000092;8.2
2303600;18745;70.85;10.78154174;50.38;8.74;46.19;7.49;14.76;38.5;77;0;0.384849293;35.24673246;2.83;13.91;4.001066951;0;8.283397956;15.47000027;25.5;0.517400026;95.72000122;2.05
2303659;9952;67.99;13.40434084;49.43;12.35;27.64;6.6;29.45;12.71;84.52;0;0.322246785;25.66318328;3.88;10.98;5.024115756;0;2.447195921;7.699999809;22.42;0.54339999;88.73999786;4.19
2303709;325441;73.48;7.544839157;50.96;14.68;30.06;24.47;25.67;265.93;89.11;0.05;0.611355054;27.67506245;4.33;26.4;2.707403185;0.05;5.117197224;6.079999924;38.63;0.493099988;37.15000153;36.2
2303808;24527;70.18;15.44828149;50.63;13.17;40.24;11.52;32.19;33.79;87.34;0;0.478452318;40.35144942;4.21;18.06;3.999673829;0;2.783423668;10.28999996;17.85;0.568499982;87.58999634;3.9
2303907;12615;67.97;11.67657551;50.9;17.69;29.25;7.93;32.94;52.95;73.99;0;0.578993262;22.79032897;3.58;12.01;4.883075704;0;2.323451986;5.329999924;23.47;0.506200016;79.11000061;8.5
2303931;12853;71.65;11.65486657;48.76;16.09;28.38;10.06;28.93;15.76;79.31;0;0.213568817;19.10837937;2.87;11.06;0.661324204;0;4.099780575;9.529999733;11.96;0.579299986;70.52999878;6.1
2303956;18915;69.53;9.68543484;49.25;13.99;33.53;18.75;29.31;67.94;83.26;0.15;0.394078773;29.36822628;2.77;12.96;1.654771345;0;4.049426827;6.409999847;24.05;0.502699971;51.43000031;18.39
2304004;21954;70.5;11.23257721;50.15;14.44;31.98;4.66;29.55;28.3;77.32;0;0.52118065;38.79019769;3.91;11.9;2.869636513;0;3.924573561;10.73999977;23.04;0.513000011;87.87000275;11.04
2304103;72812;72.24;13.92215569;51.23;14.74;35.99;9.47;30.82;24.37;90.24;0.01;0.538290392;32.33120914;5.61;16.41;4.168268967;0.04;4.888197477;7.460000038;25.32;0.609399974;98.84999847;3.74
2304202;121428;74.3;11.02052245;52.55;17.68;36.38;7.83;24.39;104.87;89.67;0.14;0.606120499;31.10732286;10.76;26.59;5.938498534;0.04;5.262017696;8.520000458;25.48;0.574599981;99.30999756;10.78
2304236;17069;70.58;13.37512449;51.21;13.85;30.25;3.95;32.02;24.49;82.06;0;0.453512215;22.98904447;1.35;7.83;4.827464995;0;2.21568288;8.220000267;14.85;0.586399972;92.26000214;2.69
2304251;22479;70.13;11.17042573;50.66;15.88;32.66;9.2;29.95;67.28;86.51;0;0.243427199;32.97744562;3.38;12.18;5.529605409;0;2.628350016;22.87000084;19.44;0.585600019;86.70999908;5.32
2304269;9095;69.52;15.60197911;49.84;12.37;40.79;6.75;28.44;19.33;87.2;0;0.322374931;34.60142936;1.24;12.74;4.650907092;0;2.014324082;22.93000031;16.66;0.508599997;99.91999817;4.26
2304277;6840;70.23;13.39181287;49.88;6.87;40.46;3.95;30.52;17.27;93.6;0;0.385526316;37.07602339;3.79;14.31;6.754385965;0;4.181600956;12.93000031;21.06;0.470099986;81.34999847;14.87
2304285;46033;72.66;7.242630287;50.14;18.3;30.27;24.03;24.81;582.64;91.95;0.08;0.691612539;31.56865727;6.27;25.61;4.918210849;0.21;5.095917669;7.050000191;32.52;0.661300004;64.98000336;21.96
2304301;19007;71.41;14.23159888;50.92;15.87;42.38;7.36;27.65;37.74;83.96;0.13;0.399642237;30.82548535;3.94;15.4;2.762140264;0;3.606992697;12.21000004;12.74;0.552900016;97.22000122;7.34
2304350;21786;70.62;10.80051409;50.49;15.32;33.84;16.56;24.07;42.14;89.62;0;0.697190857;30.68484348;3.53;15.41;4.929771413;0;3.90548721;4.730000019;27.59;0.471399993;82.37000275;25.35
2304400;2452185;74.41;9.667949196;53.19;15.17;32.46;21.35;26.36;7786.52;94.49;0.24;0.859581557;36.77601812;13.72;32.21;3.939629351;0.13;4.906886261;6.349999905;31.86;0.626699984;29.94000053;2.76
2304459;14817;69.06;11.58129176;49.68;11.85;27.12;16.05;32.04;52.53;89.25;0;0.448538841;27.59667949;3.51;15.64;4.528582034;0.06;5.096198968;9.489999771;31.62;0.512399971;70.55000305;12.32
2304509;12991;69.78;11.30013086;50.9;16.28;35.9;8.96;26.62;71.68;82.22;0;0.506966361;32.89969979;5.69;11.71;4.857208837;0;2.398544959;10.28999996;35.05;0.528299987;85.83999634;3.24
2304608;6218;69.65;11.57928594;49.12;17.53;35.85;7.62;30.03;33.23;72.55;0;0.550337729;26.40720489;3.54;7.96;0.498552589;0;3.69193154;7.900000095;27.62;0.515500009;91.52999878;6.74
2304657;15049;70.28;13.8015815;50.57;13.37;32.11;6.32;31.9;53.39;86.48;0;0.370456509;33.46401754;3.61;8;4.824240813;0;2.892398815;7.630000114;18.76;0.558799982;82.61000061;4.08
2304707;52645;71.68;10.51191946;49.26;15.74;24.56;3.94;28.65;19.51;65.95;0.05;0.325937886;21.25937886;3.99;8.36;2.005888498;0;3.28154494;13.65999985;15.65;0.625999987;80.23000336;4.3
2304806;4629;67.88;11.75199827;51.11;14.29;38.65;2.97;26;46.23;89.1;0;0.271980989;28.10542234;1.99;15.12;2.91639663;0;3.278688525;18.81999969;8.85;0.506399989;95.12000275;14.05
2304905;10228;68.41;14.19632382;50.67;13.39;31.37;10.99;25.44;65.59;90.7;0;0.583105201;43.73289011;4;15.76;5.113414157;0;3.241296519;14.97999954;32.07;0.470099986;85.29000092;19.73
2304954;24091;71.05;9.567888423;49.61;15.1;30.17;11.11;23.02;94.83;80.33;0;0.567307293;23.97575858;3.07;16.48;1.307542236;0.04;4.680392626;7.400000095;19.98;0.4833;85.66999817;19.32
2305001;37775;71.57;11.84116479;50.6;16.95;28.76;9.13;30.1;61.78;85.81;0;0.357273329;31.19258769;2.9;10.38;6.324288551;0.03;2.883318791;20.90999985;31.93;0.519900024;90.75;2.29
2305100;4164;69.14;10.49471662;49.59;22.26;28.97;8.1;22.52;41.29;86.21;0.21;0.551392891;26.72910663;4.39;19.93;0.504322767;0.11;6.058543227;2.799999952;17.39;0.471899986;95.86000061;3.7
2305209;19325;71.48;14.67529107;50.19;13.38;37.79;11.26;28.27;20.84;89.18;0;0.411435964;33.05045278;3.17;11.87;4.600258732;0;2.440471775;6.71999979;13.31;0.510900021;88.76999664;3.92
